year,date,rank,team,games,win,loss,draw,win_rate,gb,last10,streak,home,away
2015,20150405,1,KIA,6,6,0,0,1.000,0,6승0무0패,6승,2-0-0,4-0-0
2015,20150405,2,롯데,6,5,1,0,0.833,1,5승0무1패,2승,4-0-0,1-0-1
2015,20150405,3,NC,5,3,2,0,0.600,2.5,3승0무2패,3승,3-0-0,0-0-2
2015,20150405,4,삼성,7,4,3,0,0.571,2.5,4승0무3패,2패,1-0-1,3-0-2
2015,20150405,5,SK,6,3,3,0,0.500,3,3승0무3패,2승,0-0-1,3-0-2
2015,20150405,5,두산,6,3,3,0,0.500,3,3승0무3패,3패,2-0-0,1-0-3
2015,20150405,7,LG,7,3,4,0,0.429,3.5,3승0무4패,2승,3-0-2,0-0-2
2015,20150405,8,넥센,6,2,4,0,0.333,4,2승0무4패,2패,2-0-3,0-0-1
2015,20150405,8,한화,6,2,4,0,0.333,4,2승0무4패,2패,1-0-1,1-0-3
2015,20150405,10,KT,7,0,7,0,0.000,6.5,0승0무7패,7패,0-0-5,0-0-2
2015,20150418,1,삼성,17,12,5,0,0.706,0,8승0무2패,3승,8-0-2,4-0-3
2015,20150418,2,SK,16,10,6,0,0.625,1.5,7승0무3패,1승,5-0-3,5-0-3
2015,20150418,2,두산,16,10,6,0,0.625,1.5,7승0무3패,4승,6-0-1,4-0-5
2015,20150418,4,롯데,17,9,8,0,0.529,3,4승0무6패,3패,8-0-2,1-0-6
2015,20150418,5,NC,16,8,8,0,0.500,3.5,4승0무6패,2패,4-0-2,4-0-6
2015,20150418,5,KIA,16,8,8,0,0.500,3.5,2승0무8패,3패,2-0-5,6-0-3
2015,20150418,5,한화,16,8,8,0,0.500,3.5,6승0무4패,2승,6-0-3,2-0-5
2015,20150418,8,LG,17,8,9,0,0.471,4,5승0무5패,1패,6-0-4,2-0-5
2015,20150418,9,넥센,16,7,9,0,0.438,4.5,5승0무5패,2승,3-0-5,4-0-4
2015,20150418,10,KT,17,2,15,0,0.118,10,2승0무8패,4패,0-0-7,2-0-8
2015,20150501,1,삼성,27,18,9,0,0.667,0,6승0무4패,3승,11-0-3,7-0-6
2015,20150501,2,두산,25,16,9,0,0.640,1,7승0무3패,1패,10-0-2,6-0-7
2015,20150501,3,SK,25,14,11,0,0.560,3,5승0무5패,2승,6-0-4,8-0-7
2015,20150501,3,한화,25,14,11,0,0.560,3,7승0무3패,2승,10-0-3,4-0-8
2015,20150501,5,넥센,26,14,12,0,0.538,3.5,7승0무3패,1승,5-0-8,9-0-4
2015,20150501,5,롯데,26,14,12,0,0.538,3.5,5승0무5패,1패,11-0-2,3-0-10
2015,20150501,7,LG,27,13,14,0,0.481,5,5승0무5패,3패,8-0-6,5-0-8
2015,20150501,8,KIA,26,12,14,0,0.462,5.5,4승0무6패,2패,5-0-9,7-0-5
2015,20150501,9,NC,25,11,14,0,0.440,6,3승0무7패,1승,5-0-7,6-0-7
2015,20150501,10,KT,26,3,23,0,0.115,14.5,1승0무9패,7패,1-0-13,2-0-10
2015,20150514,1,삼성,37,23,14,0,0.622,0,5승0무5패,1패,13-0-5,10-0-9
2015,20150514,2,두산,34,21,13,0,0.618,0.5,5승0무5패,1패,14-0-4,7-0-9
2015,20150514,3,SK,34,20,14,0,0.588,1.5,7승0무3패,1승,9-0-6,11-0-8
2015,20150514,4,넥센,37,20,17,0,0.541,3,5승0무5패,1승,8-0-11,12-0-6
2015,20150514,5,NC,35,18,16,1,0.529,3.5,7승1무2패,1패,10-0-8,8-1-8
2015,20150514,6,한화,36,19,17,0,0.528,3.5,4승0무6패,1승,12-0-6,7-0-11
2015,20150514,7,KIA,36,18,18,0,0.500,4.5,6승0무4패,4승,9-0-9,9-0-9
2015,20150514,8,롯데,37,17,20,0,0.459,6,3승0무7패,1패,13-0-6,4-0-14
2015,20150514,9,LG,37,16,20,1,0.444,6.5,3승1무6패,2승,9-1-8,7-0-12
2015,20150514,10,KT,37,7,30,0,0.189,16,4승0무6패,4패,3-0-16,4-0-14
2015,20150527,1,NC,46,27,18,1,0.600,0,8승0무2패,7승,14-0-9,13-1-9
2015,20150527,2,삼성,47,28,19,0,0.596,0,5승0무5패,1패,15-0-8,13-0-11
2015,20150527,3,두산,43,25,18,0,0.581,1,4승0무6패,2패,17-0-6,8-0-12
2015,20150527,4,SK,45,25,20,0,0.556,2,4승0무6패,1승,12-0-8,13-0-12
2015,20150527,5,넥센,48,25,23,0,0.521,3.5,4승0무6패,1승,10-0-15,15-0-8
2015,20150527,5,롯데,48,25,23,0,0.521,3.5,7승0무3패,1패,17-0-8,8-0-15
2015,20150527,7,한화,47,24,23,0,0.511,4,5승0무5패,1승,14-0-9,10-0-14
2015,20150527,8,KIA,46,23,23,0,0.500,4.5,5승0무5패,1패,12-0-11,11-0-12
2015,20150527,9,LG,48,21,26,1,0.447,7,5승0무5패,2승,12-1-10,9-0-16
2015,20150527,10,KT,48,9,39,0,0.188,19.5,2승0무8패,2패,4-0-21,5-0-18
2015,20150609,1,삼성,58,35,23,0,0.603,0,7승0무3패,3패,18-0-10,17-0-13
2015,20150609,2,NC,57,33,23,1,0.589,1,5승0무5패,3승,17-0-13,16-1-10
2015,20150609,3,두산,54,31,23,0,0.574,2,6승0무4패,2승,18-0-8,13-0-15
2015,20150609,4,넥센,59,32,26,1,0.552,3,6승1무3패,2패,14-0-17,18-1-9
2015,20150609,5,한화,58,30,28,0,0.517,5,5승0무5패,1승,17-0-10,13-0-18
2015,20150609,6,SK,56,28,27,1,0.509,5.5,3승1무6패,1패,12-1-12,16-0-15
2015,20150609,7,롯데,58,29,29,0,0.500,6,4승0무6패,1패,20-0-11,9-0-18
2015,20150609,7,KIA,56,28,28,0,0.500,6,5승0무5패,1승,14-0-13,14-0-15
2015,20150609,9,LG,59,25,33,1,0.431,10,4승0무6패,3패,13-1-17,12-0-16
2015,20150609,10,KT,59,14,45,0,0.237,21.5,4승0무6패,2승,6-0-25,8-0-20
2015,20150622,1,NC,67,39,27,1,0.591,0,6승0무4패,4승,20-0-13,19-1-14
2015,20150622,2,삼성,67,39,28,0,0.582,0.5,4승0무6패,2승,19-0-14,20-0-14
2015,20150622,3,두산,64,37,27,0,0.578,1,6승0무4패,1승,21-0-10,16-0-17
2015,20150622,4,넥센,69,38,30,1,0.559,2,6승0무4패,1승,17-0-19,21-1-11
2015,20150622,5,KIA,65,33,32,0,0.508,5.5,6승0무4패,2승,18-0-15,15-0-17
2015,20150622,6,한화,69,35,34,0,0.507,5.5,4승0무6패,5패,20-0-13,15-0-21
2015,20150622,7,SK,65,32,32,1,0.500,6,4승0무6패,2패,14-1-16,18-0-16
2015,20150622,8,롯데,68,32,36,0,0.471,8,3승0무7패,1패,20-0-13,12-0-23
2015,20150622,9,LG,69,30,38,1,0.441,10,5승0무5패,1패,16-1-19,14-0-19
2015,20150622,10,KT,69,19,50,0,0.275,21.5,5승0무5패,3패,9-0-28,10-0-22
2015,20150705,1,삼성,77,46,31,0,0.597,0,7승0무3패,3승,24-0-15,22-0-16
2015,20150705,2,NC,76,42,33,1,0.560,3,4승0무6패,2패,22-0-15,20-1-18
2015,20150705,2,두산,75,42,33,0,0.560,3,4승0무6패,2패,24-0-15,18-0-18
2015,20150705,4,넥센,78,43,34,1,0.558,3,6승0무4패,2승,18-0-20,25-1-14
2015,20150705,5,한화,77,41,36,0,0.532,5,6승0무4패,3승,23-0-13,18-0-23
2015,20150705,6,SK,76,38,37,1,0.507,7,6승0무4패,1승,16-1-19,22-0-18
2015,20150705,7,KIA,75,36,39,0,0.480,9,3승0무7패,4패,20-0-18,16-0-21
2015,20150705,8,롯데,78,36,42,0,0.462,10.5,4승0무6패,1패,23-0-18,13-0-24
2015,20150705,9,LG,80,35,44,1,0.443,12,5승0무5패,3패,18-1-20,17-0-24
2015,20150705,10,KT,80,25,55,0,0.313,22.5,5승0무5패,3승,13-0-30,12-0-25
2015,20150731,1,삼성,93,56,37,0,0.602,0,7승0무3패,5승,31-0-18,25-0-19
2015,20150731,2,넥센,93,52,40,1,0.565,3.5,7승0무3패,5승,24-0-23,28-1-17
2015,20150731,3,두산,91,51,40,0,0.560,4,4승0무6패,2패,27-0-19,24-0-21
2015,20150731,4,NC,92,49,41,2,0.544,5.5,3승0무7패,5패,25-1-19,24-1-22
2015,20150731,5,한화,93,48,45,0,0.516,8,4승0무6패,1패,25-0-20,23-0-25
2015,20150731,6,SK,90,44,44,2,0.500,9.5,4승1무5패,1승,21-1-20,23-1-24
2015,20150731,7,KIA,92,45,47,0,0.489,10.5,7승0무3패,4승,25-0-21,20-0-26
2015,20150731,8,롯데,95,45,50,0,0.474,12,6승0무4패,1승,26-0-22,19-0-28
2015,20150731,9,LG,94,41,52,1,0.441,15,4승0무6패,1패,22-1-24,19-0-28
2015,20150731,10,KT,93,29,64,0,0.312,27,2승0무8패,5패,16-0-32,13-0-32
2015,20150813,1,삼성,104,64,40,0,0.615,0,7승0무3패,2승,34-0-19,30-0-21
2015,20150813,2,NC,103,58,43,2,0.574,4.5,8승0무2패,1패,30-1-20,28-1-23
2015,20150813,3,두산,101,57,44,0,0.564,5.5,6승0무4패,1승,32-0-21,25-0-23
2015,20150813,4,넥센,104,56,47,1,0.544,7.5,4승0무6패,1승,27-0-25,29-1-22
2015,20150813,5,한화,104,53,51,0,0.510,11,5승0무5패,1패,28-0-23,25-0-28
2015,20150813,6,KIA,102,50,52,0,0.490,13,5승0무5패,1패,27-0-23,23-0-29
2015,20150813,7,SK,100,48,50,2,0.490,13,4승0무6패,3패,25-1-23,23-1-27
2015,20150813,8,롯데,105,48,57,0,0.457,16.5,3승0무7패,2승,28-0-23,20-0-34
2015,20150813,9,LG,105,46,58,1,0.442,18,4승0무6패,1승,23-1-27,23-0-31
2015,20150813,10,KT,104,33,71,0,0.317,31,3승0무7패,3패,18-0-37,15-0-34
2015,20150826,1,삼성,113,69,44,0,0.611,0,6승0무4패,2패,37-0-21,32-0-23
2015,20150826,2,NC,112,65,45,2,0.591,2.5,7승0무3패,1패,31-1-22,34-1-23
2015,20150826,3,두산,111,62,49,0,0.559,6,5승0무5패,2승,33-0-24,29-0-25
2015,20150826,4,넥센,114,60,53,1,0.531,9,4승0무6패,1승,31-0-27,29-1-26
2015,20150826,5,KIA,112,56,56,0,0.500,12.5,6승0무4패,1패,31-0-24,25-0-32
2015,20150826,6,한화,114,56,58,0,0.491,13.5,3승0무7패,1승,30-0-26,26-0-32
2015,20150826,7,SK,111,51,58,2,0.468,16,2승0무8패,1승,27-1-28,24-1-30
2015,20150826,8,롯데,114,53,61,0,0.465,16.5,6승0무4패,1패,31-0-23,22-0-38
2015,20150826,9,LG,115,51,63,1,0.447,18.5,5승0무5패,3승,27-1-29,24-0-34
2015,20150826,10,KT,114,39,75,0,0.342,30.5,6승0무4패,2패,22-0-38,17-0-37
2015,20150908,1,삼성,124,76,48,0,0.613,0,6승0무4패,2승,41-0-24,35-0-24
2015,20150908,2,NC,123,71,50,2,0.587,3.5,5승0무5패,2승,33-1-26,38-1-24
2015,20150908,3,두산,122,68,54,0,0.557,7,6승0무4패,3패,37-0-24,31-0-30
2015,20150908,4,넥센,125,69,55,1,0.556,7,9승0무1패,1승,34-0-27,35-1-28
2015,20150908,5,롯데,125,60,64,1,0.484,16,6승1무3패,6승,34-0-26,26-1-38
2015,20150908,6,한화,125,60,65,0,0.480,16.5,4승0무6패,1패,33-0-29,27-0-36
2015,20150908,7,KIA,123,58,65,0,0.472,17.5,2승0무8패,2패,31-0-29,27-0-36
2015,20150908,8,SK,122,55,65,2,0.458,19,3승0무7패,1패,29-1-31,26-1-34
2015,20150908,9,LG,126,54,70,2,0.435,22,3승1무6패,1승,29-2-33,25-0-37
2015,20150908,10,KT,125,45,80,0,0.360,31.5,5승0무5패,2패,27-0-39,18-0-41
2015,20150921,1,삼성,134,82,52,0,0.612,0,6승0무4패,3승,44-0-26,38-0-26
2015,20150921,2,NC,133,78,53,2,0.595,2.5,7승0무3패,1패,38-1-28,40-1-25
2015,20150921,3,넥센,134,74,59,1,0.556,7.5,6승0무4패,1승,36-0-29,38-1-30
2015,20150921,4,두산,132,71,61,0,0.538,10,3승0무7패,1승,39-0-28,32-0-33
2015,20150921,5,롯데,135,64,70,1,0.478,18,4승0무6패,3패,36-0-30,28-1-40
2015,20150921,6,SK,134,63,69,2,0.477,18,6승0무4패,1패,32-1-32,31-1-37
2015,20150921,7,KIA,133,63,70,0,0.474,18.5,5승0무5패,1승,34-0-32,29-0-38
2015,20150921,8,한화,136,63,73,0,0.463,20,3승0무7패,1패,34-0-34,29-0-39
2015,20150921,9,LG,135,58,75,2,0.436,23.5,5승0무5패,1패,31-2-35,27-0-40
2015,20150921,10,KT,134,50,84,0,0.373,32,5승0무5패,1승,29-0-39,21-0-45
2015,20151004,1,삼성,143,87,56,0,0.608,0,6승0무4패,2승,46-0-26,41-0-30
2015,20151004,2,NC,143,84,57,2,0.596,2,6승0무4패,1패,40-1-30,44-1-27
2015,20151004,3,두산,144,79,65,0,0.549,8.5,6승0무4패,2승,41-0-31,38-0-34
2015,20151004,4,넥센,144,78,65,1,0.545,9,4승0무6패,1패,40-0-32,38-1-33
2015,20151004,5,SK,144,69,73,2,0.486,17.5,6승0무4패,1승,37-1-34,32-1-39
2015,20151004,6,한화,144,68,76,0,0.472,19.5,6승0무4패,1패,38-0-34,30-0-42
2015,20151004,7,KIA,142,67,75,0,0.472,19.5,5승0무5패,2패,36-0-34,31-0-41
2015,20151004,8,롯데,144,66,77,1,0.462,21,2승0무8패,1승,37-0-35,29-1-42
2015,20151004,9,LG,143,63,78,2,0.447,23,6승0무4패,1승,33-2-37,30-0-41
2015,20151004,10,KT,143,52,91,0,0.364,35,3승0무7패,1패,30-0-42,22-0-49
2016,20160405,1,KT,4,3,1,0,0.750,0,3승0무1패,2승,1-0-0,2-0-1
2016,20160405,2,두산,3,2,1,0,0.667,0.5,2승0무1패,1승,1-0-0,1-0-1
2016,20160405,2,KIA,3,2,1,0,0.667,0.5,2승0무1패,2승,1-0-0,1-0-1
2016,20160405,2,LG,3,2,1,0,0.667,0.5,2승0무1패,1패,2-0-0,0-0-1
2016,20160405,5,넥센,4,2,2,0,0.500,1,2승0무2패,1패,2-0-1,0-0-1
2016,20160405,5,롯데,4,2,2,0,0.500,1,2승0무2패,1승,1-0-0,1-0-2
2016,20160405,7,삼성,3,1,2,0,0.333,1.5,1승0무2패,1패,1-0-1,0-0-1
2016,20160405,7,NC,3,1,2,0,0.333,1.5,1승0무2패,2패,1-0-1,0-0-1
2016,20160405,7,한화,3,1,2,0,0.333,1.5,1승0무2패,1승,1-0-0,0-0-2
2016,20160405,10,SK,4,1,3,0,0.250,2,1승0무3패,2패,1-0-2,0-0-1
2016,20160501,1,두산,25,18,6,1,0.750,0,7승0무3패,2승,10-1-3,8-0-3
2016,20160501,2,SK,26,16,10,0,0.615,3,6승0무4패,1패,10-0-5,6-0-5
2016,20160501,3,NC,24,13,11,0,0.542,5,6승0무4패,3승,5-0-4,8-0-7
2016,20160501,4,LG,23,12,11,0,0.522,5.5,5승0무5패,1승,7-0-4,5-0-7
2016,20160501,5,넥센,25,12,12,1,0.500,6,4승0무6패,1승,6-0-6,6-1-6
2016,20160501,6,롯데,26,12,14,0,0.462,7,3승0무7패,3패,7-0-8,5-0-6
2016,20160501,6,KT,26,12,14,0,0.462,7,5승0무5패,1패,5-0-9,7-0-5
2016,20160501,8,삼성,24,11,13,0,0.458,7,5승0무5패,1패,5-0-5,6-0-8
2016,20160501,9,KIA,23,9,14,0,0.391,8.5,3승0무7패,2패,4-0-6,5-0-8
2016,20160501,10,한화,24,7,17,0,0.292,11,5승0무5패,1승,5-0-8,2-0-9
2016,20160514,1,두산,35,23,11,1,0.676,0,5승0무5패,2승,10-1-6,13-0-5
2016,20160514,2,NC,33,19,14,0,0.576,3.5,7승0무3패,2패,8-0-6,11-0-8
2016,20160514,3,SK,37,20,17,0,0.541,4.5,4승0무6패,2패,13-0-8,7-0-9
2016,20160514,4,넥센,35,18,16,1,0.529,5,6승0무4패,3패,9-0-8,9-1-8
2016,20160514,5,삼성,35,17,18,0,0.486,6.5,6승0무4패,1승,9-0-9,8-0-9
2016,20160514,5,KT,35,17,18,0,0.486,6.5,5승0무5패,2승,8-0-11,9-0-7
2016,20160514,7,KIA,33,16,17,0,0.485,6.5,7승0무3패,4승,11-0-6,5-0-11
2016,20160514,7,LG,33,16,17,0,0.485,6.5,4승0무6패,2승,11-0-7,5-0-10
2016,20160514,9,롯데,36,17,19,0,0.472,7,5승0무5패,1패,8-0-9,9-0-10
2016,20160514,10,한화,34,9,25,0,0.265,14,2승0무8패,3패,6-0-9,3-0-16
2016,20160527,1,두산,46,33,12,1,0.733,0,9승0무1패,4승,17-1-6,16-0-6
2016,20160527,2,NC,43,24,18,1,0.571,7.5,5승1무4패,1승,11-1-8,13-0-10
2016,20160527,3,SK,46,25,21,0,0.543,8.5,5승0무5패,2승,16-0-9,9-0-12
2016,20160527,4,넥센,46,23,22,1,0.511,10,5승0무5패,2패,13-0-11,10-1-11
2016,20160527,5,LG,42,21,21,0,0.500,10.5,6승0무4패,3패,13-0-8,8-0-13
2016,20160527,6,롯데,46,22,24,0,0.478,11.5,5승0무5패,1패,11-0-11,11-0-13
2016,20160527,7,KIA,44,21,23,0,0.477,11.5,4승0무6패,1패,14-0-8,7-0-15
2016,20160527,8,삼성,46,21,25,0,0.457,12.5,4승0무6패,2패,12-0-13,9-0-12
2016,20160527,9,KT,46,19,25,2,0.432,13.5,2승1무7패,1승,9-0-14,10-2-11
2016,20160527,10,한화,45,13,31,1,0.295,19.5,4승1무5패,2승,8-1-10,5-0-21
2016,20160609,1,두산,57,40,16,1,0.714,0,6승0무4패,1승,21-1-7,19-0-9
2016,20160609,2,NC,53,33,19,1,0.635,5,9승0무1패,7승,16-1-9,17-0-10
2016,20160609,3,넥센,56,28,27,1,0.509,11.5,5승0무5패,3패,14-0-13,14-1-14
2016,20160609,4,LG,53,26,26,1,0.500,12,5승1무4패,2승,16-1-10,10-0-16
2016,20160609,5,SK,57,27,30,0,0.474,13.5,2승0무8패,1승,17-0-13,10-0-17
2016,20160609,6,롯데,56,26,30,0,0.464,14,4승0무6패,1패,13-0-14,13-0-16
2016,20160609,7,삼성,57,26,31,0,0.456,14.5,4승0무6패,2패,12-0-16,14-0-15
2016,20160609,8,KIA,54,23,30,1,0.434,15.5,2승1무7패,1승,14-0-12,9-1-18
2016,20160609,9,KT,57,23,32,2,0.418,16.5,4승0무6패,1패,12-0-19,11-2-13
2016,20160609,10,한화,56,22,33,1,0.400,17.5,8승0무2패,1패,14-1-12,8-0-21
2016,20160622,1,두산,67,48,18,1,0.727,0,8승0무2패,3승,24-1-8,24-0-10
2016,20160622,2,NC,62,41,20,1,0.672,4.5,9승0무1패,1패,16-1-10,25-0-10
2016,20160622,3,넥센,67,36,30,1,0.545,12,8승0무2패,4승,20-0-15,16-1-15
2016,20160622,4,SK,68,33,35,0,0.485,16,6승0무4패,1승,18-0-17,15-0-18
2016,20160622,5,LG,63,29,33,1,0.468,17,3승0무7패,1패,17-1-14,12-0-19
2016,20160622,6,롯데,67,30,37,0,0.448,18.5,4승0무6패,1승,14-0-16,16-0-21
2016,20160622,7,삼성,68,29,39,0,0.426,20,3승0무7패,4패,13-0-21,16-0-18
2016,20160622,8,KIA,65,27,37,1,0.422,20,3승0무7패,1패,16-0-18,11-1-19
2016,20160622,9,한화,65,26,38,1,0.406,21,4승0무6패,1승,17-1-15,9-0-23
2016,20160622,9,KT,66,26,38,2,0.406,21,3승0무7패,4패,14-0-22,12-2-16
2016,20160705,1,두산,75,52,22,1,0.703,0,6승0무4패,2승,26-1-10,26-0-12
2016,20160705,2,NC,69,42,25,2,0.627,6.5,3승1무6패,1패,16-2-13,26-0-12
2016,20160705,3,넥센,77,42,34,1,0.553,11,6승0무4패,5승,25-0-17,17-1-17
2016,20160705,4,SK,77,40,37,0,0.519,13.5,8승0무2패,2승,21-0-18,19-0-19
2016,20160705,5,롯데,74,35,39,0,0.473,17,7승0무3패,4승,17-0-16,18-0-23
2016,20160705,6,KIA,75,33,41,1,0.446,19,6승0무4패,4패,19-0-19,14-1-22
2016,20160705,7,LG,73,32,40,1,0.444,19,3승0무7패,3패,19-1-17,13-0-23
2016,20160705,8,KT,73,30,41,2,0.423,20.5,4승0무6패,1승,15-0-24,15-2-17
2016,20160705,9,삼성,76,32,44,0,0.421,21,3승0무7패,1승,15-0-23,17-0-21
2016,20160705,10,한화,73,28,43,2,0.394,22.5,3승1무6패,3패,18-1-18,10-1-25
2016,20160731,1,두산,95,60,34,1,0.638,0,4승0무6패,1승,30-1-17,30-0-17
2016,20160731,2,NC,89,54,33,2,0.621,2.5,6승0무4패,1승,23-2-17,31-0-16
2016,20160731,3,넥센,95,53,41,1,0.564,7,5승0무5패,1패,31-0-20,22-1-21
2016,20160731,4,KIA,95,46,48,1,0.489,14,7승0무3패,6승,24-0-23,22-1-25
2016,20160731,5,SK,97,47,50,0,0.485,14.5,3승0무7패,5패,24-0-26,23-0-24
2016,20160731,6,롯데,94,44,50,0,0.468,16,4승0무6패,5패,23-0-19,21-0-31
2016,20160731,7,한화,93,41,49,3,0.456,17,6승0무4패,1패,24-2-20,17-1-29
2016,20160731,8,LG,92,40,51,1,0.440,18.5,5승0무5패,1패,23-1-22,17-0-29
2016,20160731,9,삼성,93,39,53,1,0.424,20,5승0무5패,1승,19-0-27,20-1-26
2016,20160731,10,KT,93,38,53,2,0.418,20.5,5승0무5패,3승,20-0-30,18-2-23
2016,20160813,1,두산,106,66,39,1,0.629,0,5승0무5패,3승,33-1-20,33-0-19
2016,20160813,2,NC,98,59,37,2,0.615,2.5,6승0무4패,1승,27-2-17,32-0-20
2016,20160813,3,넥센,105,58,46,1,0.558,7.5,5승0무5패,2패,33-0-23,25-1-23
2016,20160813,4,SK,107,53,54,0,0.495,14,6승0무4패,3승,28-0-29,25-0-25
2016,20160813,5,KIA,106,52,53,1,0.495,14,5승0무5패,2승,27-0-24,25-1-29
2016,20160813,6,LG,103,49,53,1,0.480,15.5,9승0무1패,1패,28-1-22,21-0-31
2016,20160813,7,롯데,104,48,56,0,0.462,17.5,4승0무6패,1패,27-0-22,21-0-34
2016,20160813,8,한화,104,46,55,3,0.455,18,5승0무5패,2패,27-2-22,19-1-33
2016,20160813,9,삼성,103,44,58,1,0.431,20.5,5승0무5패,1승,22-0-30,22-1-28
2016,20160813,10,KT,102,38,62,2,0.380,25.5,1승0무9패,9패,20-0-32,18-2-30
2016,20160826,1,두산,116,74,41,1,0.643,0,8승0무2패,2승,37-1-22,37-0-19
2016,20160826,2,NC,109,64,43,2,0.598,6,5승0무5패,1패,29-2-20,35-0-23
2016,20160826,3,넥센,115,64,50,1,0.561,9.5,6승0무4패,2패,38-0-26,26-1-24
2016,20160826,4,SK,118,58,60,0,0.492,17.5,4승0무6패,1패,29-0-31,29-0-29
2016,20160826,5,KIA,115,56,58,1,0.491,17.5,5승0무5패,2승,29-0-27,27-1-31
2016,20160826,6,LG,114,55,58,1,0.487,18,6승0무4패,2승,30-1-24,25-0-34
2016,20160826,7,한화,114,50,61,3,0.450,22,4승0무6패,1승,28-2-26,22-1-35
2016,20160826,8,롯데,114,51,63,0,0.447,22.5,3승0무7패,2패,30-0-25,21-0-38
2016,20160826,9,삼성,113,49,63,1,0.438,23.5,5승0무5패,2패,24-0-31,25-1-32
2016,20160826,10,KT,112,43,67,2,0.391,28.5,5승0무5패,1승,22-0-36,21-2-31
2016,20160908,1,두산,126,81,44,1,0.648,0,7승0무3패,2승,41-1-23,40-0-21
2016,20160908,2,NC,118,69,47,2,0.595,7.5,5승0무5패,1패,31-2-23,38-0-24
2016,20160908,3,넥센,125,69,55,1,0.556,11.5,5승0무5패,3패,41-0-27,28-1-28
2016,20160908,4,SK,129,64,65,0,0.496,19,6승0무4패,5승,32-0-33,32-0-32
2016,20160908,5,KIA,125,61,63,1,0.492,19.5,5승0무5패,1승,33-0-30,28-1-33
2016,20160908,6,LG,125,59,65,1,0.476,21.5,3승0무7패,1패,33-1-26,26-0-39
2016,20160908,7,롯데,123,56,67,0,0.455,24,5승0무5패,1승,34-0-27,22-0-40
2016,20160908,8,한화,124,55,66,3,0.455,24,5승0무5패,1승,30-2-27,25-1-39
2016,20160908,9,삼성,122,53,68,1,0.438,26,4승0무6패,2패,27-0-34,26-1-34
2016,20160908,10,KT,123,47,74,2,0.388,32,4승0무6패,1패,24-0-38,23-2-36
2016,20160921,1,두산,136,89,46,1,0.659,0,8승0무2패,8승,44-1-23,45-0-23
2016,20160921,2,NC,129,73,53,3,0.579,11.5,3승1무6패,1패,32-2-26,41-1-27
2016,20160921,3,넥센,136,74,61,1,0.548,15,5승0무5패,2패,44-0-28,30-1-33
2016,20160921,4,LG,136,68,66,2,0.507,20.5,8승1무1패,5승,40-2-26,28-0-40
2016,20160921,5,KIA,136,67,68,1,0.496,22,6승0무4패,4승,36-0-32,31-1-36
2016,20160921,6,SK,138,65,73,0,0.471,25.5,2승0무8패,8패,33-0-37,32-0-36
2016,20160921,7,롯데,133,61,72,0,0.459,27,5승0무5패,1승,35-0-29,26-0-43
2016,20160921,8,한화,134,60,71,3,0.458,27,5승0무5패,4패,34-2-31,26-1-40
2016,20160921,9,삼성,133,59,73,1,0.447,28.5,5승0무5패,4패,30-0-36,29-1-37
2016,20160921,10,KT,133,49,82,2,0.374,38,2승0무8패,1승,26-0-43,23-2-39
2016,20161004,1,두산,143,92,50,1,0.648,0,6승0무4패,1승,46-1-25,46-0-25
2016,20161004,2,NC,140,81,56,3,0.591,8.5,7승0무3패,1패,37-2-29,44-1-27
2016,20161004,3,넥센,141,77,63,1,0.550,14,5승0무5패,3승,44-0-28,33-1-35
2016,20161004,4,LG,142,70,70,2,0.500,21,5승1무4패,1패,40-2-29,30-0-41
2016,20161004,5,KIA,141,69,71,1,0.493,22,6승0무4패,2승,38-0-33,31-1-38
2016,20161004,6,SK,142,68,74,0,0.479,24,3승0무7패,3승,34-0-37,34-0-37
2016,20161004,7,한화,142,64,75,3,0.460,26.5,4승0무6패,1승,35-2-34,29-1-41
2016,20161004,8,삼성,141,64,76,1,0.457,27,5승0무5패,1승,34-0-37,30-1-39
2016,20161004,9,롯데,141,64,77,0,0.454,27.5,4승0무6패,3패,38-0-31,26-0-46
2016,20161004,10,KT,141,51,88,2,0.367,39.5,3승0무7패,5패,28-0-43,23-2-45
2017,20170418,1,KIA,15,12,3,0,0.800,0,8승0무2패,6승,7-0-1,5-0-2
2017,20170418,2,롯데,15,9,6,0,0.600,3,5승0무5패,2패,6-0-3,3-0-3
2017,20170418,2,KT,15,9,6,0,0.600,3,5승0무5패,2패,4-0-2,5-0-4
2017,20170418,4,NC,15,8,7,0,0.533,4,6승0무4패,2승,5-0-4,3-0-3
2017,20170418,4,LG,15,8,7,0,0.533,4,3승0무7패,1패,4-0-1,4-0-6
2017,20170418,4,SK,15,8,7,0,0.533,4,8승0무2패,6승,5-0-5,3-0-2
2017,20170418,7,두산,15,6,8,1,0.429,5.5,3승1무6패,1패,3-1-6,3-0-2
2017,20170418,8,한화,15,6,9,0,0.400,6,4승0무6패,1승,2-0-4,4-0-5
2017,20170418,9,넥센,15,5,10,0,0.333,7,5승0무5패,5패,2-0-4,3-0-6
2017,20170418,10,삼성,15,3,11,1,0.214,8.5,2승1무7패,1승,2-0-4,1-1-7
2017,20170501,1,KIA,26,18,8,0,0.692,0,6승0무4패,2패,11-0-3,7-0-5
2017,20170501,2,NC,26,17,8,1,0.680,0.5,8승1무1패,2승,8-0-4,9-1-4
2017,20170501,3,LG,26,15,11,0,0.577,3,7승0무3패,1승,8-0-3,7-0-8
